reference	substance_name	receptor	cell_line	measurement	assay_params	value	units	significant	info	retigabine_site	ICA27243_site
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ2	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	56.8	mV	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ3	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	-2.7	mV	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ4	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	58.7	mV	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ3/5	HEK293	whole-cell patch clamp technique	ΔV1/2 @ 10uM	47.4	mV	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ1	HEK293	whole-cell patch clamp technique	ΔT activation (-40mV)	52.5	ms	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ2	HEK293	whole-cell patch clamp technique	ΔT activation (-40mV)	41	ms	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ3	HEK293	whole-cell patch clamp technique	ΔT activation (-40mV)	8.69999999999999	ms	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ4	HEK293	whole-cell patch clamp technique	ΔT activation (-40mV)	66.1	ms	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔT activation (-40mV)	103.5	ms	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ3/5	HEK293	whole-cell patch clamp technique	ΔT activation (-40mV)	54	ms	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ1	HEK293	whole-cell patch clamp technique	ΔT deactivation (-120mV)	53	ms	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ2	HEK293	whole-cell patch clamp technique	ΔT deactivation (-120mV)	81.4	ms	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ3	HEK293	whole-cell patch clamp technique	ΔT deactivation (-120mV)	5.4	ms	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ4	HEK293	whole-cell patch clamp technique	ΔT deactivation (-120mV)	307.9	ms	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ2/3	CHO	whole-cell patch clamp technique	ΔT deactivation (-120mV)	250.2	ms	NA	recorded at -40mV	NA	NULL
(Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	QO58	KCNQ3/5	HEK293	whole-cell patch clamp technique	ΔT deactivation (-120mV)	221.1	ms	NA	recorded at -40mV	NA	NULL
(Chen, 2014, 10.1124/jpet.114.217703)	NS1643	KCNQ2	CHO	whole-cell patch clamp	EC50	2.44	uM	NA	NA	NA	NULL
(Chen, 2014, 10.1124/jpet.114.217703)	NS1643	KCNQ1	CHO	whole-cell patch clamp	ΔV1/2 @ 30uM	-10	mV	NA	NA	NA	NULL
(Chen, 2014, 10.1124/jpet.114.217703)	NS1643	KCNQ2	CHO	whole-cell patch clamp	ΔV1/2 @ 30uM	-30	mV	NA	NA	NA	NULL
(Chen, 2014, 10.1124/jpet.114.217703)	NS1643	KCNQ3	CHO	whole-cell patch clamp	ΔV1/2 @ 30uM	n/a	mV	NA	NA	NA	NULL
(Chen, 2014, 10.1124/jpet.114.217703)	NS1643	KCNQ4	CHO	whole-cell patch clamp	ΔV1/2 @ 30uM	-17	mV	NA	NA	NA	NULL
(Chen, 2014, 10.1124/jpet.114.217703)	NS1643	KCNQ2/3	CHO	whole-cell patch clamp	ΔV1/2 @ 30uM	-10	mV	NA	NA	NA	NULL
(Zheng, 2015, 10.1097/j.pain.0000000000000122)	benzbromarone	KCNQ2	CHO	whole-cell patch clamp	EC50	4.32	uM	NA	NA	NA	NULL
(Zheng, 2015, 10.1097/j.pain.0000000000000122)	benzbromarone	KCNQ2	CHO	whole-cell patch clamp	ΔV1/2 @ 10uM	-46.1	mV	NA	NA	NA	NULL
(Zheng, 2015, 10.1097/j.pain.0000000000000122)	benzbromarone	KCNQ2(R198A)	CHO	whole-cell patch clamp	EC50	28.2	uM	NA	NA	NA	NULL
(Zheng, 2015, 10.1097/j.pain.0000000000000122)	benzbromarone	KCNQ1	CHO	whole-cell patch clamp	ΔV1/2 @ 10uM	-17	mV	NA	NA	NA	NULL
(Zheng, 2015, 10.1097/j.pain.0000000000000122)	benzbromarone	KCNQ3(A278T)	CHO	whole-cell patch clamp	ΔV1/2 @ 10uM	-10	mV	NA	NA	NA	NULL
(Zheng, 2015, 10.1097/j.pain.0000000000000122)	benzbromarone	KCNQ4	CHO	whole-cell patch clamp	ΔV1/2 @ 10uM	-38	mV	NA	NA	NA	NULL
(Zheng, 2015, 10.1097/j.pain.0000000000000122)	benzbromarone	KCNQ5	CHO	whole-cell patch clamp	ΔV1/2 @ 10uM	-25	mV	NA	NA	NA	NULL
(Zheng, 2015, 10.1097/j.pain.0000000000000122)	benzbromarone	KCNQ2/3	CHO	whole-cell patch clamp	ΔV1/2 @ 10uM	-37	mV	NA	NA	NA	NULL
(Zheng, 2015, 10.1097/j.pain.0000000000000122)	benzbromarone	KCNQ1/E1	CHO	whole-cell patch clamp	ΔV1/2 @ 10uM	-1	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q1 wild-type	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−1.8	mV	NA	alot of mutation info to get an idea of how the pore region affects sensetivity in this paper	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q2 wild-type	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−17.1	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q3 wild-type	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−39.4	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q4 wild-type	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−4.6	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q5 wild-type	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−5.1	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q1 wild-type	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−3,5	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q2 wild-type	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−36.7	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q3 wild-type	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−43.7	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q4 wild-type	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−24.8	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q5 wild-type	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−20.0	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q3-A253V	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−35.1	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q3-I254V	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−25.2	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q3-C255F	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−36.7	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q3-A256I	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−25.5	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q3-S258R	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−40.9	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q3-K259Q	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−34.0	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q3-A264T	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−31.0	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q3-W265L	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	0.3	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q2-W236L	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−1.1	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q4-W242L	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	1.3	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q5-W235L	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	0.9	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q1-L266W	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 10 μm RGB)	−4.1	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q3-W265L	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 100 μm RGB)	0.5	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q2-W236L	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 100 μm RGB)	−1.7	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q4-W242L	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 100 μm RGB)	1.2	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q5-W235L	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 100 μm RGB)	−1.7	mV	NA	NA	NA	NULL
(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	retigabine	Q1-L266W	Xenopus laevis oocytes	two-electrode voltage-clamp	ΔV1/2 (mV; 100 μm RGB)	−7.9	mV	NA	NA	NA	NULL
(Larsson, 2020, 10.1085/jgp.202012576)	ARA-S	KCNQ2/3	Xenopus oocytes	Two-electrode voltage clamp	EC50	7	uM	NA	Binds to R1 or R2 on the S4	NA	NULL
(Larsson, 2020, 10.1085/jgp.202012576)	ARA-S	KCNQ2/3	Xenopus oocytes	Two-electrode voltage clamp	ΔV1/2 @ 10uM	-31.9	mV	NA	NA	NA	NULL
(Larsson, 2020, 10.1085/jgp.202012576)	NAGABA	KCNQ2/3	Xenopus oocytes	Two-electrode voltage clamp	EC50	4	uM	NA	NA	NA	NULL
(Larsson, 2020, 10.1085/jgp.202012576)	NAGABA	KCNQ2/3	Xenopus oocytes	Two-electrode voltage clamp	ΔV1/2 @ 10uM	-20.8	mV	NA	NA	NA	NULL
(Larsson, 2020, 10.1085/jgp.202012576)	retigabine	KCNQ2/3	Xenopus oocytes	Two-electrode voltage clamp	ΔV1/2 @ 3uM	-21.7	mV	NA	NA	NA	NULL
(Larsson, 2020, 10.1085/jgp.202012576)	retigabine	KCNQ2/3 (W265L)	Xenopus oocytes	Two-electrode voltage clamp	ΔV1/2 @ 3uM	na	mV	NA	NA	NA	NULL
(Manville, 2018, 10.1038/s41467-018-04266-w)	GABA	KCNQ3	Xenopus laevis oocytes	Two-electrode voltage clamp	EC50	1	uM	NA	NA	NA	NULL
(Manville, 2018, 10.1038/s41467-018-04266-w)	GABA	KCNQ5	Xenopus laevis oocytes	Two-electrode voltage clamp	EC50	0.06	uM	NA	NA	NA	NULL
(Manville, 2018, 10.1038/s41467-018-04266-w)	GABA	KCNQ2/3	Xenopus laevis oocytes	Two-electrode voltage clamp	EC50	0.85	uM	NA	NA	NA	NULL
(Manville, 2018, 10.1038/s41467-018-04266-w)	BGABOB	KCNQ2/3	Xenopus laevis oocytes	Two-electrode voltage clamp	EC50	0.12	uM	NA	NA	NA	NULL
(Manville, 2018, 10.1038/s41467-018-04266-w)	BHB	KCNQ2/3	Xenopus laevis oocytes	Two-electrode voltage clamp	EC50	0.94	uM	NA	NA	NA	NULL
(Zheng, 2012, 10.1371/journal.pone.0051820)	Hexachlorophene	KCNQ1	CHO	standard whole-cell	ΔV1/2 @ 10uM	-23.37	mV	NA	NA	NA	NULL
(Zheng, 2012, 10.1371/journal.pone.0051820)	Hexachlorophene	KCNQ1/E1	CHO	standard whole-cell	ΔV1/2 @ 10uM	-66.05	mV	NA	NA	NA	NULL
(Zheng, 2012, 10.1371/journal.pone.0051820)	Hexachlorophene	KCNQ2	CHO	standard whole-cell	ΔV1/2 @ 10uM	-40.05	mV	NA	NA	NA	NULL
(Zheng, 2012, 10.1371/journal.pone.0051820)	Hexachlorophene	KCNQ3	CHO	standard whole-cell	ΔV1/2 @ 10uM	n/a	mV	NA	NA	NA	NULL
(Zheng, 2012, 10.1371/journal.pone.0051820)	Hexachlorophene	KCNQ2/3	CHO	standard whole-cell	ΔV1/2 @ 10uM	-27.66	mV	NA	NA	NA	NULL
(Zheng, 2012, 10.1371/journal.pone.0051820)	Hexachlorophene	KCNQ4	CHO	standard whole-cell	ΔV1/2 @ 10uM	-68.77	mV	NA	NA	NA	NULL
(Zheng, 2012, 10.1371/journal.pone.0051820)	Hexachlorophene	KCNQ1(R243C)	CHO	standard whole-cell	ΔV1/2 @ 10uM	-22.41	mV	NA	NA	NA	NULL
(Zheng, 2012, 10.1371/journal.pone.0051820)	Hexachlorophene	KCNQ1(R243C)/E1	CHO	standard whole-cell	ΔV1/2 @ 10uM	3.9	mV	NA	NA	NA	NULL
(Zheng, 2012, 10.1371/journal.pone.0051820)	Hexachlorophene	KCNQ1(R539W)	CHO	standard whole-cell	ΔV1/2 @ 10uM	-30.83	mV	NA	NA	NA	NULL
(Zheng, 2012, 10.1371/journal.pone.0051820)	Hexachlorophene	KCNQ1(R539W)/E1	CHO	standard whole-cell	ΔV1/2 @ 10uM	-29.35	mV	NA	NA	NA	NULL
(Mattmann, 2012, 10.1016/j.bmcl.2012.07.060)	ML-277	KCNQ1	CHO	automated patch clamp	EC50	260	uM	NA	NA	NA	NULL
(Abitbol, 1999, 10.1093/emboj/18.15.4137)	(DIDS)	KCNQ1	Xenopus oocytes	two‐electrode voltage‐clamp	ΔV1/2 @ 100uM	-16.7	mV	NA	NA	NA	NULL
(Salata, 1998, 10.1124/mol.54.1.220)	L-364,373 (R-L3)	KCNQ1	guinea pig ventricular myocytes	Wholecell voltage-clamp	ΔV1/2 @ 0.1uM	-16.2	mV	NA	NA	NA	NULL
(Salata, 1998, 10.1124/mol.54.1.220)	L-364,373 (R-L3)	KCNQ2	guinea pig ventricular myocytes	Wholecell voltage-clamp	ΔV1/2 @ 1uM	-24.1	mV	NA	NA	NA	NULL
(Jow, 2006, 10.1089/adt.2006.4.443)	XE-991	KCNQ1/E1	CHO	Rb+ efflux	IC50	1.2	uM	NA	NA	NA	NULL
(Jow, 2006, 10.1089/adt.2006.4.443)	chromanol 293B	KCNQ1/E1	CHO	Rb+ efflux	IC50	1.1	uM	NA	NA	NA	NULL
(Jow, 2006, 10.1089/adt.2006.4.443)	barium	KCNQ1/E1	CHO	Rb+ efflux	IC50	4.8	uM	NA	NA	NA	NULL
(Jow, 2006, 10.1089/adt.2006.4.443)	TEA	KCNQ1/E1	CHO	Rb+ efflux	IC50	58	mM	NA	NA	NA	NULL
(Jow, 2006, 10.1089/adt.2006.4.443)	L-364,373 (R-L3)	KCNQ1/E1	CHO	The whole-cell patch clamp	ΔV1/2	-20	mV	NA	NA	NA	NULL
(Jow, 2006, 10.1089/adt.2006.4.443)	L-364,373 (R-L3)	KCNQ1/E1	CHO	Rb+ efflux	EC50	0.62	uM	NA	NA	NA	NULL
(Jow, 2006, 10.1089/adt.2006.4.443)	chromanol 293B	KCNQ1/E1	CHO	The whole-cell patch clamp	IC50	4.5	uM	NA	NA	NA	NULL
(Lerche, 2007, 10.1124/mol.106.031682)	chromanol 293B	KCNQ1/E1	Xenopus laevis oocytes	Two-electrode voltage clamp	IC50	26.9	uM	NA	Mutation Studies suggest Novel binding site (T312, I337, F340) for compound at the base of the selectivity filter. chromanol R-group pharmacophore	NA	NULL
(Lerche, 2007, 10.1124/mol.106.031682)	chromanol 293B	KCNQ1	Xenopus laevis oocytes	Two-electrode voltage clamp	IC50	6.9	uM	NA	NA	NA	NULL
(Lerche, 2007, 10.1124/mol.106.031682)	chromanol 293B	KCNQ2	Xenopus laevis oocytes	Two-electrode voltage clamp	% inhibition at 100 uM	5	%	NA	NA	NA	NULL
(Lerche, 2007, 10.1124/mol.106.031682)	chromanol 293B	KCNQ3	Xenopus laevis oocytes	Two-electrode voltage clamp	% inhibition at 100 uM	5	%	NA	NA	NA	NULL
(Lerche, 2007, 10.1124/mol.106.031682)	chromanol 293B	KCNQ4	Xenopus laevis oocytes	Two-electrode voltage clamp	% inhibition at 100 uM	10	%	NA	NA	NA	NULL
(Lerche, 2007, 10.1124/mol.106.031682)	chromanol 293B	KCNQ5	Xenopus laevis oocytes	Two-electrode voltage clamp	% inhibition at 100 uM	40	%	NA	NA	NA	NULL
(Lerche, 2007, 10.1124/mol.106.031682)	chromanol 293B	KCNQ2/3	Xenopus laevis oocytes	Two-electrode voltage clamp	% inhibition at 100 uM	5	%	NA	NA	NA	NULL
(Lerche, 2007, 10.1124/mol.106.031682)	chromanol 293B	KCNQ3/5	Xenopus laevis oocytes	Two-electrode voltage clamp	% inhibition at 100 uM	25	%	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	KCNQ1/E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	15.2	uM	NA	mutation studies describe a novel  ginseoside binding site with key residues being  K318 V319,	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	T312S + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	15.2	uM	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	K318E + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	32.4	uM	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	K318G + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	19.2	uM	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	K318V + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	30.8	uM	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	K318Y + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	N.D.	uM	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	V319E + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	35.1	uM	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	V319I + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	41.4	uM	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	V319K + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	24.7	uM	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	V319Y + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	N.D.	uM	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	P320A + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	N.C.	uM	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	Q321A + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	16.1	uM	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	T322A + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	N.C.	uM	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	A336T + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	10.7	uM	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	I337A + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	10.4	uM	NA	NA	NA	NULL
(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	ginsenoside Rg3	F339A + E1	Xenopus laevis oocytes	two-electrode voltage-clamp	EC50	31.5	uM	NA	NA	NA	NULL
(Choi, 2013, 10.5142/jgr.2013.37.324)	protopanaxatriol (PPT)	KCNQ1	Xenopus laevis oocytes	Two-electrode voltage clamp	IC50	10	uM	NA	ginsenoside binding site likely	NA	NULL
(Choi, 2013, 10.5142/jgr.2013.37.324)	Compound K (CK)	KCNQ1	Xenopus laevis oocytes	Two-electrode voltage clamp	IC50	27.65	uM	NA	ginsenoside binding site likely	NA	NULL
(Liu, 2007, 10.1016/j.neuropharm.2007.11.012)	mepyramine	KCNQ1	HEK293/ Rat SCG neuron	whole cell patch clamp	IC50	59.2	uM	NA	NA	0	NULL
(Liu, 2007, 10.1016/j.neuropharm.2007.11.012)	mepyramine	KCNQ2	HEK293/ Rat SCG neuron	whole cell patch clamp	IC50	20.7	uM	NA	NA	0	NULL
(Liu, 2007, 10.1016/j.neuropharm.2007.11.012)	mepyramine	KCNQ3	HEK293/ Rat SCG neuron	whole cell patch clamp	IC50	9.1	uM	NA	NA	0	NULL
(Liu, 2007, 10.1016/j.neuropharm.2007.11.012)	mepyramine	KCNQ4	HEK293/ Rat SCG neuron	whole cell patch clamp	IC50	24.5	uM	NA	NA	0	NULL
(Liu, 2007, 10.1016/j.neuropharm.2007.11.012)	mepyramine	KCNQ2/3	HEK293/ Rat SCG neuron	whole cell patch clamp	IC50	12.5	uM	NA	predicted to directly inhibit KCNQ channels from outside the membrane	0	NULL
(Liu, 2007, 10.1016/j.neuropharm.2007.11.012)	mepyramine	KCNQ3/5	HEK293/ Rat SCG neuron	whole cell patch clamp	IC50	4.2	uM	NA	NA	0	NULL
(Liu, 2007, 10.1016/j.neuropharm.2007.11.012)	mepyramine	M channel	HEK293/ Rat SCG neuron	whole cell patch clamp	IC50	21.5	uM	NA	NA	0	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_6	KCNQ2/3	CHO	Rb+ efflux assay	EC50	2.27	uM	NA	retigabine binding site predicted	1	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_7	KCNQ2/3	CHO	Rb+ efflux assay	EC50	1.46	uM	NA	retigabine binding site predicted	1	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_8	KCNQ2/3	CHO	Rb+ efflux assay	EC50	-	uM	NA	retigabine binding site predicted	0	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_9	KCNQ2/3	CHO	Rb+ efflux assay	EC50	-	uM	NA	retigabine binding site predicted	0	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_10	KCNQ2/3	CHO	Rb+ efflux assay	EC50	-	uM	NA	retigabine binding site predicted	0	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_11	KCNQ2/3	CHO	Rb+ efflux assay	EC50	-	uM	NA	retigabine binding site predicted	0	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_12	KCNQ2/3	CHO	Rb+ efflux assay	EC50	-	uM	NA	retigabine binding site predicted	0	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_13	KCNQ2/3	CHO	Rb+ efflux assay	EC50	-	uM	NA	retigabine binding site predicted	0	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_14	KCNQ2/3	CHO	Rb+ efflux assay	EC50	-	uM	NA	retigabine binding site predicted	0	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_15	KCNQ2/3	CHO	Rb+ efflux assay	EC50	1.25	uM	NA	retigabine binding site predicted	1	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_16	KCNQ2/3	CHO	Rb+ efflux assay	EC50	4.98	uM	NA	retigabine binding site predicted	1	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_17	KCNQ2/3	CHO	Rb+ efflux assay	EC50	0.06	uM	NA	retigabine binding site predicted	1	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_18	KCNQ2/3	CHO	Rb+ efflux assay	EC50	0.15	uM	NA	retigabine binding site predicted	1	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_19	KCNQ2/3	CHO	Rb+ efflux assay	EC50	2.33	uM	NA	retigabine binding site predicted	1	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_20	KCNQ2/3	CHO	Rb+ efflux assay	EC50	1.93	uM	NA	retigabine binding site predicted	1	NULL
(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	Qi_Mar2011_21	KCNQ2/3	CHO	Rb+ efflux assay	EC50	6.19	uM	NA	retigabine binding site predicted	1	NULL
